Study Hours per Week,Attendance Rate,Previous Grades,Passed
12.4,94.1,70.2,No
7,64.3,65,Yes
10.8,127,53.4,Yes
12.1,62.2,73.9,Yes
,91.1,78.8,Yes
,49.4,55.6,No
22.1,65.5,66.3,No
7.4,63.2,80.7,Yes
13.1,47.7,47.3,Yes
19.7,63.5,62.5,Yes
13.9,82.2,77.3,Yes
-1,70.1,49.7,No
9.7,98.9,66.9,Yes
5.8,,56.9,Yes
14.4,88.9,54.3,Yes
12.8,63.1,54.5,nan
7.4,97.6,44.9,Yes
4.8,90.7,31.6,No
3.4,95.3,50.6,Yes
14.9,71.8,71.1,Yes
10.6,101.6,50.2,No
11.1,41.8,58.2,Yes
5.9,83.9,44.3,No
2.7,77.8,67,No
14.8,91.7,91,Yes
,73.5,73.4,No
14.5,55.3,61.1,No
8.1,53.2,71.1,nan
8.8,74.8,82.7,No
13.6,69.8,80,Yes
13.7,92.1,81.9,No
14,94.1,68.6,Yes
8.5,76,91.7,No
13.1,75.5,59.7,Yes
15.5,96.3,86.7,No
9.5,70.1,75.6,Yes
7.4,70.9,55.2,No
16.7,48.5,200,No
6.7,92.6,68.1,No
13.1,73.2,40.7,Yes
9.7,97.7,68.2,Yes
0.8,50.9,50.4,Yes
15.6,65.2,77,Yes
-3.8,93.9,45,No
,81.5,93.7,Yes
12.6,51.3,,Yes
12.6,93.5,39.1,nan
6.8,48.9,76.6,No
10.7,91.6,40.9,Yes
-2.7,55.4,73.8,No
,99.2,52.7,Yes
11.2,77.3,99,No
9.8,81.9,63.9,Yes
10.1,73.4,32.6,Yes
12.5,76.8,62.2,Yes
9.9,76.7,50.1,Yes
0.6,89.1,86.8,No
21,73.7,,No
16,104.2,58.6,Yes
3.6,60.3,71.3,Yes
,92.2,77.9,No
8.8,86.3,76.8,No
15.4,99.7,31.4,nan
-0.8,77.4,85.5,Yes
7.5,81.6,37.6,No
1.2,81.4,81.3,No
8.6,50.7,56,No
7.6,82.9,59.9,Yes
10.4,140.4,60.7,Yes
7,107.2,66.5,No
6.2,59.4,84,No
13.1,39,84.5,No
12.3,76,67.8,No
12.8,,77.5,Yes
9.1,74.2,61.6,No
7.1,112.8,59.7,No
9.4,59.4,78,Yes
12.5,79.5,80.6,No
-0.9,72.8,56.1,No
,89.6,89.4,No
,91,84.8,No
10.3,98.8,38.5,No
,72.5,52.3,No
-2.8,100.2,55.5,Yes
7.8,81.9,59.5,Yes
18.9,102.2,48.7,Yes
10.1,105,62.6,Yes
8.5,75.4,68.1,nan
10.1,61.5,90.9,No
11.8,79.1,81.1,No
13.3,94.8,100.6,Yes
8.9,44.9,45.6,No
12.1,65.1,67,No
18.4,88.7,62.9,Yes
15,23.2,63.1,Yes
21.7,54.3,56.4,nan
6.7,62.7,58.3,Yes
18.4,73.3,59,Yes
6,68.6,76,Yes
11.8,68.9,69.9,Yes
13.7,48.4,54.9,nan
7.4,110.4,79.1,Yes
10.4,62.8,41.7,No
14.6,36.9,77.2,No
6.4,97.7,72.5,No
18.3,59.5,49.8,No
3.1,50.8,68.3,No
19.7,88.6,49.2,Yes
15,64.6,71.8,No
9.6,78.4,41.1,No
8,62.3,72,No
7.5,65.7,33.5,Yes
9.3,55.1,72.1,Yes
9.8,50.7,,nan
16.3,144.4,68,Yes
19.8,58.4,79.6,No
11,45.7,47.1,No
5.8,97.6,,Yes
7.3,80.3,43.6,No
9.1,75.3,57.3,No
4.8,65.2,46.7,No
4.1,66.9,,Yes
20.5,69.1,48.3,No
11.5,97.7,82.4,No
5.8,70,86.8,Yes
14.1,97.9,43.2,No
4.1,73.9,72.6,No
4.5,70.9,71.4,No
6,54.6,50.3,No
18.3,117.9,99.3,No
8.7,75.3,62.5,Yes
-2.2,75,65.9,No
16.1,112.2,37.7,Yes
8.5,83.3,73.6,No
0.8,85.5,37.2,No
8.4,76.2,,Yes
12.6,59.5,56.6,No
12,99.3,54.6,No
19,46.7,54.4,Yes
5.7,55.5,85.7,No
10.2,59.5,79,No
6.5,80,77.5,Yes
2.3,74.7,64,Yes
14.4,37.7,50.9,No
12.3,121.3,56.1,No
11.4,90.2,54.7,Yes
12.1,65.2,69.9,No
6.6,83.7,69.7,nan
5,83.9,65.2,Yes
10.2,,79.1,No
15.8,82.9,60.9,Yes
18,83.1,72.1,No
14,96.8,46.1,Yes
10.1,76.4,,Yes
11.3,,79.6,No
,70.8,53.2,No
4.9,66.3,78.4,Yes
10.1,59.6,77.7,Yes
3.3,58.9,39.8,No
9.4,65.7,80.2,Yes
18.2,70.3,49.1,No
14.1,95.1,74.1,No
5.4,67.4,91.6,No
9.6,68.3,70.4,No
5.8,69.2,,No
9.7,74,77.2,Yes
15.2,109,63.3,Yes
13.3,67.4,62.7,nan
22.4,86.2,71,No
16,82,64.4,Yes
11,76.2,39.4,No
13.4,55.8,59.4,nan
9,85.5,53,Yes
4.4,36.5,77.2,Yes
,54.6,53.9,No
15,64.2,71.4,No
8.8,70.5,66.8,Yes
11.4,76.7,60.4,No
16.2,102.8,55.3,No
14.2,87.6,66.3,Yes
2.7,78.4,66,Yes
11.2,68.3,53.5,No
9.2,68.5,61.1,No
15.6,52.3,,Yes
15.2,32.9,72.3,Yes
16.6,49.5,65.4,No
4.4,98.4,68.3,No
6.1,60.8,66.4,Yes
15.6,64.5,59.5,Yes
7,95.4,57.1,Yes
2.4,,84,No
12.7,63.3,53.1,No
7.3,53,90.1,No
18.9,80.9,90.5,Yes
11.5,86.1,55.1,No
10.8,86.5,73.6,No
8.2,105.2,73.4,Yes
18,86.1,76.3,Yes
11.8,80,71.4,Yes
8,,50.5,Yes
6,,87,Yes
9.6,119,90.2,No
5.1,109.8,57,Yes
15.1,,53.9,Yes
1,60.9,34.6,Yes
9.3,61.8,72.3,Yes
13.1,69.2,61.4,Yes
11.7,98.9,47.4,No
6.4,25.7,67.4,No
13.3,115.2,52.5,No
5.6,75,71.6,No
9.9,98.5,54.7,No
13.3,50.4,52.9,No
12.3,89.5,66.4,No
6.6,82.7,59.5,Yes
16,86.3,43.3,No
10.4,61.2,82.6,Yes
13.7,67.3,59.3,Yes
17.6,50.3,77.9,Yes
15.6,90.3,69.3,No
15.6,101.9,36.7,No
11,80.6,72.8,Yes
,21.4,59.2,Yes
11.1,102.1,61.6,No
4,77.4,98,No
11.5,21.9,72.2,nan
11.3,40.9,62.8,Yes
12.9,53.9,58.6,No
9.4,75,94.3,Yes
6.2,,64.9,No
13.3,57.2,80.3,No
3.4,93.3,70.2,Yes
17.3,98.7,67.4,No
,94,80.3,Yes
11.2,42.3,68.7,Yes
12.8,93.9,64.7,No
13,65.4,72.8,No
3,,,No
14.1,80.2,71.9,Yes
11.5,99.3,66.8,Yes
,86.1,57.5,No
6.3,83.7,70.3,No
8.3,67.6,55.6,Yes
3.5,99.1,52.3,No
18.6,93.6,,Yes
17.4,68.4,77.2,No
12.3,66.2,77.3,No
8.9,60.8,84.1,No
9,91.4,75.4,Yes
13.8,79.7,41.9,Yes
18.8,80.8,79.5,No
7.1,67.8,58.9,nan
4.4,104.2,57.2,No
17.7,,73.9,No
1.1,90.6,80.1,No
5,94.6,72.3,Yes
,68.7,62.6,No
2.2,46,78.4,Yes
15.6,82.7,68.6,No
14.3,98.9,71.1,No
7.1,110.4,50,Yes
16.4,88.1,45.7,Yes
17.2,62.7,60,No
9.4,88.9,50.2,No
7.7,85,85.2,Yes
21.3,81.4,42.9,No
13.6,57.3,54.4,No
11.3,87,39.1,Yes
16.8,84.4,70.9,Yes
11.5,123.6,55.5,Yes
7.5,76.8,90,Yes
10.4,108.9,70.7,Yes
15.2,,60.7,Yes
0,76,68.7,No
,99.7,71.6,No
16.9,59.3,76.8,Yes
7.4,71.2,80,Yes
17.7,64.3,59.2,No
,71.8,52.2,No
9.7,34.9,70.7,No
7.2,111,90.8,Yes
8.6,68.9,84.1,No
23.3,,93.6,No
19.4,79.9,89.3,No
10.6,69.6,47.8,Yes
7,49.5,64.4,Yes
10.6,56.7,63.3,Yes
11.2,70.3,66.7,Yes
3.8,65.5,67.7,No
10.4,,81.4,No
16.6,61.3,39.3,Yes
1,,77,Yes
14.1,92.5,73.9,Yes
16.9,,74,No
7.2,57.4,56,Yes
18.5,79.3,74.1,No
6.5,,57.3,No
12.2,67.7,69,Yes
8.5,93.4,62.6,No
8.5,78.7,53.9,Yes
6.9,150,40.3,No
13.5,59,77.9,No
14.2,41.8,57.9,Yes
9.7,71.4,61.8,Yes
3.2,48.4,71.7,No
12,39.8,46.4,Yes
12.1,33.9,74.3,Yes
8.9,114.7,69.1,Yes
19.3,,45.1,No
2.2,68.7,,No
-1.1,76.2,79.2,No
6.3,77.4,82.9,Yes
13.6,87.4,78.7,No
4.7,74,53.5,No
5.1,65.9,56.4,Yes
14.8,79.4,48.1,Yes
12.3,79.2,76,Yes
11.9,76,46.2,Yes
13.9,87.8,91.1,No
7.9,62.5,64.1,No
8.1,71,60.5,Yes
14,48.5,57.8,nan
3.3,70.1,54.6,Yes
-0.7,62.2,64.7,No
7.8,96.1,,No
,45.8,79.7,No
11.3,65.5,77.6,No
14.3,64.5,68.3,No
-0.1,88.4,77.7,Yes
11.6,49.5,52.3,No
13.3,75.1,48.3,No
3.2,76.6,72,Yes
14.3,93.5,63,nan
,57.9,66.1,No
25.4,48.9,,Yes
-0.9,84.5,65.8,No
16.8,47.1,48,No
-1,64.5,81.2,Yes
1.9,70.2,64.3,Yes
7.4,87.3,86,Yes
11.4,44.2,67.6,No
15.2,69.1,53.7,No
18.6,75.5,76.7,No
17.1,57.8,48,No
5.2,67.8,60.6,No
,92.8,62.4,No
12,64.9,30.9,Yes
6.7,,86.9,nan
8.9,92.7,73.1,No
6.5,70.6,43.6,Yes
10.2,101.8,69.8,No
6.4,42.2,48.2,nan
4.9,69.5,69.7,Yes
12.4,90.5,51.2,No
13.1,60.6,66,Yes
9.1,70.3,71,Yes
16.8,100.3,68.8,No
,59.5,60.2,No
8.5,84.7,55,Yes
13.3,89.9,60.9,Yes
9.3,76.5,80.2,Yes
10.4,75.8,72.2,No
-2.6,54.5,76.5,No
10.1,89.6,64.5,Yes
0.9,49.9,80.3,Yes
3.9,82.8,87.3,nan
3.3,64.6,44.6,No
4.8,67.1,49.1,Yes
7.3,71,,No
7.6,85,90.9,nan
13.3,106.2,48.4,Yes
11.1,150,44.6,No
0.5,60.6,53.6,No
10.4,46.2,57.7,No
11.6,98.2,67.3,No
8.4,78.5,76.6,No
9.7,,62.2,No
11,76.2,91,Yes
13.8,90.3,64.3,Yes
2.1,66.8,54.7,Yes
8.8,61.7,50.7,Yes
17.5,,58.5,No
17.1,53.4,67.8,No
14.3,68.1,63.1,No
,96.5,59.1,No
18.3,64.8,60.3,Yes
19.6,80.2,53.2,Yes
9.4,97.5,68.4,Yes
5.2,82.6,,Yes
8.6,114.5,60.3,No
25.5,76.4,70.6,No
,71.9,57.7,Yes
7.6,67.4,90.5,No
2.9,114.8,56.4,Yes
10.6,99.4,58.9,No
4,45.8,41.1,No
9.5,117.2,36.9,No
0.2,85,61.8,Yes
13.1,77.6,56.6,No
16.1,85.4,72.5,Yes
8.1,55.8,72.9,Yes
9.3,78.9,68,Yes
9.2,68.8,72.2,No
10.9,67.8,74.3,No
9.8,94.2,71.2,Yes
13.8,69.7,56.4,nan
16.2,77,52.7,Yes
5.9,81.6,,No
8.5,,59.1,Yes
14.5,100.4,67.7,Yes
2.9,75.3,80,No
0.1,,60.1,No
11.1,113.1,67.7,No
12.5,23.4,94.6,No
6.4,92.3,69.9,nan
7.1,72.1,72.6,Yes
6.2,86.4,89.9,No
5.7,75.8,62,Yes
13.5,100.6,74.7,No
4.1,83.4,,No
8.7,46.6,59.6,No
5.5,,59.7,No
2.7,70.7,72.1,No
14.4,,96.2,No
7.4,101.1,53.2,No
10.9,61.6,81.7,Yes
2.5,30.8,77.8,Yes
6.3,83.6,68.5,Yes
13.8,75.8,69.1,No
22.9,77.9,75.8,Yes
0.1,53,65.4,No
9,98.9,58.6,Yes
12.1,58.7,81.8,No
6.9,81.2,63,No
14.2,80.5,67,Yes
5.7,86,,No
-1,60.1,,No
7.4,56.5,43.6,No
16.1,92.1,67.2,Yes
6.6,,43.6,Yes
8.2,81.7,38.9,Yes
14.7,97.5,43.2,No
4.9,81.8,71.8,No
10.3,67.6,50.5,Yes
0.9,,63.1,No
4.6,84,55.4,No
11.9,84.5,71.4,No
5,57.3,38.5,No
7.3,55.4,64.2,Yes
12.5,92.6,58.8,No
7.1,72,76,No
14.1,36.1,74.1,Yes
11.1,47.6,32.9,No
12.2,48.6,82.6,No
16.2,96.3,80.5,Yes
11.6,74,71.9,Yes
17.7,75.7,44.1,Yes
14.6,67.9,72.7,Yes
7.4,53.8,75.5,Yes
16.5,90.2,,Yes
11.3,88,79.2,Yes
8,60.9,90.3,Yes
11.4,103,59.1,Yes
15.6,89.9,51.6,Yes
12.3,57.9,61.9,No
19.1,69.3,72.9,Yes
15.4,67.6,64.8,No
12.6,81.2,,No
4.9,46.4,82.5,No
9.1,60.9,62.4,Yes
10.4,90.9,74.1,Yes
13.5,43.3,74.7,No
13.2,71,62.3,No
10.8,50.5,74.3,Yes
,93.3,91,Yes
13.6,81.9,78.7,Yes
5.7,45.6,40.7,Yes
18.5,54.2,62.4,Yes
-0.2,75.3,,Yes
17.3,28.9,83.1,Yes
9.8,53,65,No
15,58.5,62.8,Yes
11.8,100.7,42.5,Yes
,63.5,110.9,nan
12.8,88.2,66.6,No
14,65.5,,Yes
8.4,89.9,42.3,No
15.2,44,,Yes
4.6,60.5,64.2,No
10,72.8,66.9,Yes
14.2,78.6,44.1,No
15,81.5,40,Yes
12.3,78.9,90.4,Yes
8,85.1,47.5,Yes
14.5,74.8,72.9,Yes
6.7,78.5,60.8,No
18.8,54.7,79.9,Yes
9.6,42.6,67.9,Yes
2.3,52.6,66.4,Yes
4,41.3,67.1,No
10.2,79.5,53.4,No
10.7,93.8,47.6,No
19.8,56,61.3,Yes
4.8,95.2,42,No
10.2,84,,Yes
4.7,63.9,67.2,No
7.5,68,60.9,Yes
18.4,97.3,79.6,No
4.3,28.5,77.7,No
12.9,97.2,72.7,No
12,92.9,72.5,Yes
9.9,63.2,53.1,Yes
12.6,73.1,,Yes
4.2,107.5,55.8,Yes
18.3,48.8,73.7,Yes
19.6,71.4,106.3,Yes
10.2,87.9,28.9,No
,79.2,76,Yes
8,76,66.1,No
12,111.3,55.7,Yes
17.2,52.8,76.2,nan
7.7,53.7,46.1,No
3.1,24.7,95.8,Yes
1.9,53.4,,Yes
20.3,61.7,56.7,Yes
7.4,81.4,36.1,Yes
9.1,94.2,55.6,No
4.4,55.7,86.5,No
14.7,72.1,93.8,No
6.1,102.9,,Yes
7.5,71.3,,Yes
11.5,85.4,58.8,Yes
4.7,97.4,60.7,No
9.1,56.4,51.9,Yes
17,52.3,86,No
12.1,107.4,54.4,No
10.7,86.6,70.9,No
11.1,48.5,67.6,No
8.1,53.9,104.3,No
20,71,65.5,No
5.9,102.9,57.4,nan
11.1,94.6,54,Yes
10.6,96.3,,No
15,66.3,95.3,No
15.5,74.8,92.1,No
9.8,59,57.6,No
11.5,,77.2,Yes
11.6,52.5,49.4,Yes
-1.4,57.6,64.7,Yes
2.1,60.5,44.4,Yes
7,72.1,65.7,Yes
7.2,83.4,49.8,Yes
4,108.3,64,Yes
13.7,67.7,84.9,No
10,86.8,52.3,Yes
8.9,71.4,58.9,nan
3.7,94.3,79.4,No
9.8,49.9,59.3,No
-3.1,64.3,46.9,Yes
9.2,88.3,58.8,No
10.3,86.6,65.4,No
11.2,87,74.3,Yes
2.2,103.2,38.1,nan
11.1,40.3,73.5,Yes
4.8,49.9,67.9,No
5.9,86.2,33.4,No
13.6,91.3,61,No
20.1,88.1,66.6,No
10.3,129.2,51.9,Yes
5.9,56.7,49.2,No
10.9,82.4,64.2,Yes
14.7,73.6,64.6,Yes
13.1,87.4,33,No
23.7,82.5,54.6,No
6.4,64.6,52.8,nan
11.3,82.8,44.9,No
17.7,76.7,77.9,No
17.4,77.6,79.1,Yes
0.2,97.7,43.2,No
10,124.6,62.3,No
17.4,36.7,,Yes
24.5,100.8,79.9,Yes
13.5,87.8,78.1,Yes
8.2,60.2,59.7,Yes
5,67.7,66.3,nan
21.1,,81.4,Yes
13.6,76,58.8,No
5.8,,51.2,Yes
9,61.3,81.9,Yes
11.6,59.8,49.3,No
12.7,55.7,39.1,No
5.5,,69.3,Yes
6.9,72.4,75.7,Yes
1.7,82.1,83.3,No
15.2,58.5,75,Yes
8.3,90.1,76.8,Yes
12.3,56.8,48.2,No
17.1,90.4,70.7,No
11.1,57.7,73.6,No
9.4,115.3,55.8,Yes
11,88,65.1,No
10.3,91.8,82.5,Yes
16.2,71.6,78.2,Yes
11.6,87.1,83,No
7.3,50,57.2,Yes
15.2,55.5,87.9,Yes
,68.9,56.9,No
,105.4,43.1,Yes
17.7,95.1,63.2,Yes
11.8,,63.5,No
11.4,55.3,52.2,Yes
15,73.3,70.8,Yes
7.2,100.1,101.6,Yes
14.8,79.9,72.5,Yes
8.1,24.3,77.9,No
2.6,51.5,76.1,No
,89.4,56,No
12.8,79.1,49.3,Yes
5.3,,62.8,No
18.1,97.2,65.2,No
15.9,68.1,84.5,No
16.7,89,53.7,Yes
10.6,107.8,65.5,Yes
11.3,79.5,65,Yes
,57.1,60.7,No
15,66.5,73.2,Yes
11.9,56.9,68.6,No
12.8,30.2,85.6,No
18.4,59.2,67.3,Yes
7,87.7,36,Yes
9.4,75.2,49.8,Yes
11.6,102.2,57,Yes
5.3,77.9,,No
9.1,92.7,49,No
12.5,39.8,79.7,Yes
8.4,66.2,42.1,Yes
16.5,69.6,72.6,No
2.4,58.5,45.6,No
15.6,105.5,64.7,nan
13.3,36.4,64.9,Yes
7.2,72.7,68.9,No
5.4,97.7,43.3,Yes
-0.4,90.3,80.1,No
6,67.4,58.2,Yes
15.2,,51.3,Yes
9.7,96.8,71.9,No
15.8,64.6,64.7,No
6.9,58.4,54.2,Yes
13.5,95,58.8,No
6.4,81.1,22.2,Yes
5.2,68,62,Yes
,81.5,58.7,Yes
,83.9,58.2,Yes
2.3,73.9,53.6,Yes
9.1,78.1,74.2,Yes
10.5,31.7,71.4,No
16.3,72.9,69.2,nan
14.7,62.2,49.3,No
16.1,59,55.2,No
13.6,,22.9,No
11.7,,71.3,No
3.9,69.1,,No
10.7,78.3,33.8,No
13,60.3,79.9,No
17.3,85.4,82.5,No
13.4,89.7,51.5,Yes
16.2,89.5,104.5,No
4.8,93.7,50.9,Yes
8.4,,57.9,No
12.1,69.6,61.3,No
15.8,79.9,,Yes
9.3,66.5,52.4,Yes
9.6,51.8,57.7,No
13.4,65,44.8,No
4.4,107.7,66.7,No
18,,85.1,No
5.6,59.1,61.9,No
0.4,64.1,75.3,Yes
10.1,86.1,59.6,Yes
18.5,82,87.6,Yes
12.9,89.1,66.1,Yes
13.8,125.7,49.1,No
10.2,91.4,66.4,Yes
9.2,93,61.8,Yes
2.3,132.2,61.4,Yes
-1.3,84.8,70.9,No
11,67.2,41.7,nan
16.6,68.9,62.2,No
11.7,96.1,81.2,No
13.1,50,84.6,No
17.9,36.1,,No
11.6,58.6,40.3,No
9.4,91.4,,Yes
5.9,86.9,51.3,No
20.1,71.8,58.6,No
12.6,96.4,52.7,No
5.3,87.2,63.8,No
4.1,81.9,56.1,No
16.3,74.7,77.6,No
4.8,92.9,75.5,nan
19.3,90.1,45.4,No
,,42.1,Yes
17.1,91.3,47.8,Yes
12.4,61.9,55.1,No
10.6,79.7,73.7,Yes
9.1,83,69.7,Yes
19.5,68.3,88.7,Yes
13.5,77.7,55,Yes
5.5,87.2,48.7,Yes
1.4,53.4,64.5,Yes
10.9,78.7,,Yes
10,119.3,66.3,Yes
-1,58.5,56.2,No
9.7,95.6,94.3,Yes
7.1,73.1,61.8,Yes
,98.7,95.3,No
13.6,60.5,71.4,Yes
17.5,75.1,,Yes
14.5,119.2,71.3,No
6.4,71.5,41.9,Yes
11.8,87.7,85.5,No
10.3,86.9,76.8,No
3.3,34.4,66.2,Yes
12,83.9,44.1,No
19.3,50.2,39.6,Yes
10.2,87.7,61,No
2,77.4,78.2,Yes
10.2,52.7,66.3,Yes
3.9,51.2,69.9,No
14.3,73.5,87.7,Yes
12.6,124.6,77.9,Yes
9.1,107.5,75.3,Yes
8.3,82.2,75.4,No
8.9,85.3,71.4,Yes
10,87,74,Yes
6.1,,72.6,Yes
3.1,61.1,73.5,No
15.7,92,118.4,Yes
8.1,63,63.4,Yes
10.8,103.8,31.4,Yes
11.4,47.9,48.9,No
11.6,57,81.8,No
4.1,103.3,70.9,No
1.6,69.3,60.7,Yes
7.1,72.5,71.3,Yes
12,,79,Yes
6.4,98.2,73.2,Yes
8.2,87.2,86.4,No
20.6,,93.3,Yes
0.8,91,78.9,No
6.2,83.2,64.1,No
19.5,96.7,85.3,No
9.8,132.1,54,Yes
6.5,85.1,47.5,Yes
15.8,57.8,47.4,nan
10.3,95.8,61.2,No
8.3,72.1,200,Yes
11,81.7,70,Yes
6.7,82.3,74.6,nan
4.9,63.4,92.6,No
9.4,67.6,59.8,nan
4.9,28.8,82.1,No
10.1,73,69,No
11.8,,75.6,No
14.3,75.3,93,No
15.6,65.8,77.3,No
8,82.5,53.7,nan
12.5,56.1,48.3,Yes
12.5,53.8,43.2,No
11.6,,38.6,No
7.6,86.6,58.5,No
4.9,85.2,68.2,Yes
12.5,69,65.4,Yes
1.5,96.9,55.8,No
8.7,52.5,37,Yes
-2.8,69.1,84.5,No
3.3,90,54.5,No
5.6,92.2,72.8,No
15.5,59.6,49.6,Yes
13.4,117.9,40.7,No
7.2,72.4,,No
13.6,76.8,73.4,No
14.4,94.6,39.6,Yes
9.2,106,60.3,Yes
3.1,76.2,63.2,No
9,98.5,58.7,No
9.5,65.9,46.3,Yes
3.8,108.4,62.8,No
11.8,75.8,54.5,Yes
11.4,81.3,43.2,Yes
12.2,68.1,82.6,No
11.4,79.3,79.7,Yes
13.6,,55.4,Yes
9.1,,56.1,No
11,75.3,63.5,No
8,53.9,,No
7.1,63.6,84.7,No
16.7,33,43,No
-0.2,50.2,79.3,Yes
14.4,74.7,66.8,Yes
6.9,94.2,62.4,Yes
6.2,67.9,46.9,Yes
11.3,74.4,62.6,No
2.6,98.2,63.2,Yes
5.9,91.7,59.8,Yes
5.8,91.4,62.4,Yes
8.9,77.4,81.1,No
6,65.2,69.7,No
18,82.9,,No
19,100.7,43.6,No
-0.1,111.1,59.7,nan
12.7,123.1,57.5,nan
14.3,105.6,73.5,Yes
12.7,75.9,68.6,Yes
6.7,51,76.5,No
8.8,87,89.1,Yes
6.3,96.9,68.4,No
7.9,,64.5,Yes
4,45.4,61.1,Yes
9.4,65.9,38.8,No
2.5,59.6,46.2,nan
9,42.8,40.7,No
3.8,82.6,56.9,Yes
11,99.8,59.1,No
6.6,71.2,90.9,No
11.5,41.8,66.5,No
15.4,79.1,67.3,No
17.9,52.8,53.7,Yes
-2.6,54.8,62.9,Yes
5.8,94.2,31.9,No
8.5,99,74.6,No
12.3,69.2,58.8,Yes
1.7,89.6,46.7,Yes
5.1,53.5,62.4,No
10.7,85.6,75,Yes
10.4,67.3,76.6,No
11.9,48.5,92,Yes
12.2,56.9,63.2,No
11.7,83.2,47.9,No
11,45.4,70.2,Yes
10.3,69.4,79.7,No
,,72.4,Yes
-1.2,65.1,67,No
17.7,44.2,76,No
-1,69.5,59.8,Yes
4.6,88.6,66,No
8.9,49,69.1,Yes
13.4,98.7,25.3,Yes
-5,90.3,55,No
9.9,82,46.1,No
14,86.5,44.1,Yes
15,77.5,43.9,No
6.5,81.7,66.5,Yes
8.5,76.4,73,No
6.9,92.7,47.9,nan
8,100.9,48.7,No
4.8,58.6,71.1,No
5.6,61,79.9,Yes
12.2,67.2,71,Yes
10.7,62.8,79.6,No
,97.7,62.2,Yes
,45,76.7,Yes
13.5,85.9,60,No
14.4,102.7,,Yes
1.3,63.4,,Yes
5.7,104.4,,No
8.8,98.1,90.7,No
9.9,68,67.7,No
6.6,91.4,89.8,No
14.6,58.5,72,Yes
19.9,53,63.5,No
10.9,65.7,58.2,No
10.4,102,92.9,Yes
14.2,65.8,62.7,Yes
0.7,75.8,64.9,Yes
10.1,54.9,78.9,Yes
14.9,92.3,70.7,nan
6.8,91.6,60.6,No
3.9,60.9,79.1,No
9.1,28.7,41.3,Yes
9.7,67.8,63.7,No
5.5,83.9,65.5,Yes
20.5,74.7,62.8,Yes
7.6,76.6,77.5,Yes
4.2,82,52.5,Yes
9.5,64.8,63.2,No
14.5,49.9,102.6,Yes
10.1,89.8,75.8,Yes
12.4,57.3,79.9,Yes
,51,63.4,Yes
17.4,85,,Yes
12.8,,41.3,No
15.2,58.6,81.9,Yes
11.8,106.6,61.3,Yes
14.1,106.8,54.8,Yes
5.6,,53.8,Yes
7.5,90.2,63.8,No
16.7,98.1,79.7,Yes
17.8,114.3,46.6,nan
4.3,,87.5,Yes
11.2,80,49.9,No
7.8,92.5,59.7,No
6.5,65.7,56.7,No
11.4,77.9,65.6,No
15.7,78.8,55.2,Yes
,72.2,56.3,No
8.4,68.7,46.8,No
12.6,,67,Yes
8.2,55.9,44.9,Yes
12.1,78,60.6,Yes
17,49.2,50,No
-0.4,34.8,48.9,Yes
14,98.9,53.8,Yes
2.3,100.7,52.1,Yes
16.1,65.3,71.6,Yes
6.8,76,56.6,No
3.9,69.2,84.7,Yes
13.5,69.2,54.7,Yes
11.8,65.2,62.3,Yes
5,84.2,56.9,nan
3.7,67.4,63.2,Yes
9.1,83.3,64.6,nan
4,108.4,64.2,Yes
4.7,82.8,74.6,No
10.6,77.5,,No
5.2,63.6,68.7,Yes
12.1,74.7,82.9,Yes
17.5,41.6,60.5,No
9.3,105.8,84.2,nan
10.7,55.8,67.5,Yes
20.1,36.6,24.7,Yes
4.1,72.9,67.9,No
16,82.1,86.2,Yes
15.4,101.5,73.9,No
14.3,,63.3,Yes
16.5,93.5,56.9,Yes
11.4,93.6,89.5,Yes
7.1,91.6,66.2,No
15.5,52.3,47.4,No
15.7,85.2,66.8,Yes
15.5,47.3,52.2,No
10.2,114.9,29.8,Yes
6.4,89,65.2,No
11,62.5,65.8,Yes
14.7,82.5,59.8,nan
15.1,54.8,59.9,No
7.9,43.9,67,No
11.6,,54.8,Yes
3.5,55.4,48.2,No
14.9,71.4,,Yes
,79.1,59.1,No
13.9,71.4,68.9,Yes
4.3,54.4,31.3,No
15.2,76.2,72.3,No
11.6,78,60.5,Yes
6.1,92.4,56.1,No
13.5,123.9,,No
7,35.5,82.4,Yes
13.7,,73,Yes
8.6,79.5,49.5,No
1.4,95.2,83,No
,81.9,,Yes
7.8,97.5,60.4,No
16.8,45.4,68.6,Yes
,68.6,33.5,Yes
18.1,104.2,68.7,Yes
18.3,57.8,52.4,nan
7.3,17,58,No
9.1,58.7,47.2,No
7.9,83.7,81,Yes
6.6,73.6,59.7,Yes
0.8,49.3,65.1,Yes
9.9,60.6,89.4,Yes
3.6,48.4,79.3,No
9.8,50.7,65.8,No
20.6,57.4,54.2,Yes
,77.1,54.1,Yes
11,27.2,71.5,Yes
14.5,102.3,51,Yes
11.4,72.9,36.7,No
11.5,52.9,53.3,Yes
8.2,,71.1,No
8.8,62.3,,Yes
5.2,75.1,80.5,Yes
14.2,78,55.2,Yes
1.3,71.1,62.1,Yes
14.9,59.9,53.5,No
3,,62.9,Yes
14.8,33.5,48.1,No
8.2,50.7,84.5,Yes
3.8,61.5,79.6,No
12.9,48.2,44.9,Yes
14.6,70.6,80.5,Yes
7.8,48.2,86.1,No
13.6,109.3,73.7,Yes
,45.8,83.1,No
3.4,105.2,66.4,No
16.5,34.9,74.6,Yes
